TANGGAL,KODE BARANG,NAMA BARANG,PENJUALAN,HARGA,CUSTOMER,NO. INVOICE
25-Jan-21,A269,Pulpen Snowman V1 Biru,63,  3.000 ,LILING DIGITAL PRINTING,
25-Jan-21,A270,Pulpen Snowman V1 Merah,132,  3.000 ,DINAS SOSIAL - KAB. SORONG,
25-Jan-21,A271,Pulpen Snowman V2 Hitam,37,  4.000 ,DINAS SOSIAL - KAB. SORONG,
25-Jan-21,A278,Pulpen Standart AE 7 Biru ,90,  3.000 ,LILING DIGITAL PRINTING,
25-Jan-21,A279,Pulpen Standart AE 7 Merah,8,  3.000 ,SEKRETARIAT DAERAH - TAMBRAUW,
26-Jan-21,A110,Baterai Eveready A2 isi 2,132,  10.000 ,BP2IP SORONG,
26-Jan-21,A118,Correction Tape V-tec Kecil,50,  3.000 ,SUPM KOTA SORONG,
26-Jan-21,A119,Correction Tape V-tec Besar,50,  6.000 ,SUPM KOTA SORONG,
26-Jan-21,A160,Isi Cutter Hore A-300,20,  2.500 ,BP2IP SORONG,
26-Jan-21,A169,Kertas SIDU Quarto 70 Gsm,20,  40.000 ,PENGETIKAN JAWA TIMUR 8,
26-Jan-21,A172,Kertas SIDU A3 70 Gsm,12,  90.500 ,SUPM KOTA SORONG,
26-Jan-21,A219,Lem UHU Stick Besar,12,  30.000 ,BP2IP SORONG,
26-Jan-21,A219,Lem UHU Stick Besar,25,  30.000 ,PENGETIKAN JAWA TIMUR 7,
26-Jan-21,A219,Lem UHU Stick Besar,6,  30.000 ,SUPM KOTA SORONG,
26-Jan-21,A247,Penggaris V-Tec 50Cm,61,  5.000 ,BP2IP SORONG,
26-Jan-21,A255,Pengghapus White Board,50,  11.000 ,BP2IP SORONG,
26-Jan-21,A318,Solatib Kabel Niron,82,  10.000 ,SUPM KOTA SORONG,
26-Jan-21,A331,Steples Tembak Bsar,47,  20.000 ,PENGETIKAN JAWA TIMUR 6,
26-Jan-21,A337,Stop Map All Size,100,  65.000 ,PENGETIKAN JAWA TIMUR 5,
26-Jan-21,A339,Spidol Snowman Board Marker,57,  10.000 ,PENGETIKAN JAWA TIMUR 4,
26-Jan-21,A379,Tinta Epson Ori 664 C,20,  110.000 ,PENGETIKAN JAWA TIMUR 2,
27-Jan-21,A119,Correction Tape V-tec Besar,35,  6.000 ,BASARNAS ,
27-Jan-21,A210,Kertas Continous Form 2Ply SIDU,35,  315.000 ,BASARNAS ,
27-Jan-21,A222,Lem Joyko Stick Kecil,21,  4.000 ,BASARNAS ,
27-Jan-21,A269,Pulpen Snowman V1 Biru,135,  3.000 ,DINAS PENDIDIKAN - KAB. SORONG,
27-Jan-21,A274,Pulpen Snowman V5 Hitam,97,  4.500 ,BASARNAS ,
27-Jan-21,A289,Pulpen Boxi Hitam,112,  10.000 ,DINAS PENDIDIKAN - KAB. SORONG,
27-Jan-21,A319,Stapler Joyko Kecil,97,  8.000 ,BASARNAS ,
27-Jan-21,A358,Tali Rafia Kecil,6,  3.000 ,DINAS PENDIDIKAN - KAB. SORONG,
27-Jan-21,A375,Tinta Epson Ori 673 LM,37,  125.000 ,BASARNAS ,
27-Jan-21,A376,Tinta Epson Ori 673 LC,122,  125.000 ,BASARNAS ,
27-Jan-21,A377,Tinta Epson Ori 673 BK,107,  125.000 ,BASARNAS ,
27-Jan-21,A378,Tinta Epson Ori 673 Y,72,  110.000 ,BASARNAS ,
27-Jan-21,A379,Tinta Epson Ori 664 C,20,  110.000 ,DINAS PENDIDIKAN - KAB. SORONG,
27-Jan-21,A380,Tinta Epson Ori 664 M,39,  110.000 ,DINAS PENDIDIKAN - KAB. SORONG,
27-Jan-21,A381,Tinta Epson Ori 664 BK,30,  110.000 ,DINAS PENDIDIKAN - KAB. SORONG,
27-Jan-21,A382,Tinta Epson Ori 664 Y,40,  110.000 ,DINAS PENDIDIKAN - KAB. SORONG,
28-Jan-21,A001,Amplop PPL 90PPS,45,  26.000 ,PERCETAKAN ADORA SORONG 3,
28-Jan-21,A002,Amplop PPL 104PPS,117,  18.000 ,PERCETAKAN ADORA SORONG 4,
28-Jan-21,A012,Amplop Cokelat Tali Envlope B5,23,  47.000 ,PERCETAKAN ADORA SORONG 5,
28-Jan-21,A118,Correction Tape V-tec Kecil,25,  3.000 ,KPPN,
28-Jan-21,A145,"Double Tape 2"" Busa 3M",13,  38.000 ,RS. MUTIARA,
28-Jan-21,A147,Folder File Borneo F4,24,  15.000 ,KPPN,
28-Jan-21,A148,Folder File Borneo A4,118,  13.000 ,KPPN,
28-Jan-21,A149,Gunting M-2000 Kecil,41,  8.000 ,KPPN,
28-Jan-21,A150,Gunting M-2000 Sedang,36,  15.000 ,PERCETAKAN ADORA SORONG 1,
28-Jan-21,A155,Gunting Seng Besar,34,  25.000 ,RS. MUTIARA,
28-Jan-21,A156,Gantungan Kunci Bulat,40,  1.000 ,RS. MUTIARA,
28-Jan-21,A165,Jarum Jait Kecil,84,  5.000 ,RS. MUTIARA,
28-Jan-21,A168,Kertas SIDU B5 70 Gsm,20,  35.000 ,KPPN,
28-Jan-21,A170,Kertas Sidu A4 70 Gsm,10,  47.000 ,PERCETAKAN ADORA SORONG 8,
28-Jan-21,A171,Kertas SIDU F4 70 Gsm,60,  51.500 ,PERCETAKAN ADORA SORONG 7,
28-Jan-21,A178,Kertas SIDU A3 80 Gsm,100,  99.000 ,PERCETAKAN ADORA SORONG 6,
28-Jan-21,A215,Lem Fox Botol Kecil,5,  10.000 ,RS. MUTIARA,
28-Jan-21,A218,Lem Fox Stick,50,  12.000 ,PERCETAKAN ADORA SORONG 2,
28-Jan-21,A219,Lem UHU Stick Besar,5,  30.000 ,KPPN,
28-Jan-21,A226,Lem Aica Aibon Kaleng Kecil,9,  15.000 ,RS. MUTIARA,
29-Jan-21,A001,Amplop PPL 90PPS,50,  26.000 ,BANK PAPUA AIMAS,
29-Jan-21,A075,Buku Tulis Saku Borneo,55,  18.000 ,BPKD TAMBRAUW,
29-Jan-21,A109,Baterai Eveready A2 isi 10,5,  37.000 ,BANK PAPUA AIMAS,
29-Jan-21,A113,Box File Joyko Plastik,84,  14.000 ,BANK PAPUA AIMAS,
29-Jan-21,A132,"Double Tape 1.1/5"" Borneo",16,  8.000 ,BPKD TAMBRAUW,
29-Jan-21,A170,Kertas Sidu A4 70 Gsm,10,  47.000 ,BANK PAPUA AIMAS,
29-Jan-21,A213,Lem Korea G,97,  15.000 ,BANK PAPUA AIMAS,
29-Jan-21,A221,Lem UHU Stick Sedang,50,  23.000 ,BANK PAPUA AIMAS,
29-Jan-21,A239,Opp Lakban Bening Tebal Daimaru,9,  19.000 ,BPKD TAMBRAUW,
29-Jan-21,A240,Odner Bintex Besar,47,  31.000 ,BPKD TAMBRAUW,
29-Jan-21,A241,Odner Bintex F4,105,  28.000 ,BPKD TAMBRAUW,
29-Jan-21,A242,Odner Bintex A5,86,  14.500 ,BPKD TAMBRAUW,
29-Jan-21,A264,Pulpen Faster C6 Hitam,132,  4.000 ,BPKD TAMBRAUW,
29-Jan-21,A278,Pulpen Standart AE 7 Biru ,20,  3.000 ,BPKD TAMBRAUW,
29-Jan-21,A314,Solatip Nachi Kecil,104,  3.500 ,BANK PAPUA AIMAS,
29-Jan-21,A315,Solatib Nachi Sedang,90,  7.000 ,BANK PAPUA AIMAS,
29-Jan-21,A316,Solatib Kabel Daichi,86,  3.000 ,BPKD TAMBRAUW,
29-Jan-21,A335,Stabilo Boss Kecil,8,  8.500 ,BPKD TAMBRAUW,
29-Jan-21,A336,Stabilo Bos Sedang,44,  14.000 ,BPKD TAMBRAUW,
30-Jan-21,A128,Cutter Stenlis Tukang Besar,132,  15.000 ,TOKO UTAMA PAPUA,
30-Jan-21,A210,Kertas Continous Form 2Ply SIDU,25,  315.000 ,BPKAD KOTA SORONG,
30-Jan-21,A219,Lem UHU Stick Besar,25,  30.000 ,TOKO UTAMA PAPUA,
30-Jan-21,A228,Mika Transparant A4,65,  38.000 ,TOKO UTAMA PAPUA,
30-Jan-21,A238,Opp Lakban Bening Tipis Daimaru,67,  13.000 ,TOKO UTAMA PAPUA,
30-Jan-21,A317,Solatib Kabel Nachi,110,  3.500 ,TOKO UTAMA PAPUA,
30-Jan-21,A325,Staples no.3,36,  8.000 ,TOKO UTAMA PAPUA,
30-Jan-21,A335,Stabilo Boss Kecil,79,  8.500 ,TOKO UTAMA PAPUA,
30-Jan-21,A347,Tempat Pensil Joyko Bag,133,  25.000 ,TOKO UTAMA PAPUA,
30-Jan-21,A379,Tinta Epson Ori 664 C,20,  110.000 ,DISDUKCAPIL - KOTA SORONG,
30-Jan-21,A381,Tinta Epson Ori 664 BK,30,  110.000 ,BPKAD KOTA SORONG,
30-Jan-21,A382,Tinta Epson Ori 664 Y,50,  110.000 ,BPKAD KOTA SORONG,
30-Jan-21,A383,Catridge Canon 810,100,  235.000 ,BPKAD KOTA SORONG,
30-Jan-21,A384,Catridge Canon 811,131,  260.000 ,BPKAD KOTA SORONG,
30-Jan-21,A388,Tinta E-Print Comp 664 Y,90,  90.000 ,DISDUKCAPIL - KOTA SORONG,
1-Feb-21,A100,Baterai ABC A2,130,  2.800 ,KPP PRATAMA KOTA SORONG,
1-Feb-21,A104,Baterai Eveready A3 isi 5,124,  25.000 ,KPP PRATAMA KOTA SORONG,
1-Feb-21,A118,Correction Tape V-tec Kecil,65,  3.000 ,KPP PRATAMA KOTA SORONG,
1-Feb-21,A119,Correction Tape V-tec Besar,50,  6.000 ,KPP PRATAMA KOTA SORONG,
1-Feb-21,A128,Cutter Stenlis Tukang Besar,50,  15.000 ,KPP PRATAMA KOTA SORONG,
1-Feb-21,A168,Kertas SIDU B5 70 Gsm,25,  35.000 ,KPP PRATAMA KOTA SORONG,
1-Feb-21,A171,Kertas SIDU F4 70 Gsm,20,  51.500 ,KPP PRATAMA KOTA SORONG,
1-Feb-21,A184,Kertas Buffalo Lembar Besar,107,  13.000 ,KPP PRATAMA KOTA SORONG,
1-Feb-21,A209,Kertas Continous Form 3Ply SIDU,76,  345.000 ,KPP PRATAMA KOTA SORONG,
1-Feb-21,A227,Lem Tembak Joyko isi 5,56,  20.000 ,KPP PRATAMA KOTA SORONG,
1-Feb-21,A318,Solatib Kabel Niron,139,  10.000 ,KPP PRATAMA KOTA SORONG,
1-Feb-21,A327,Staples Etona No.3,16,  14.000 ,KPP PRATAMA KOTA SORONG,
1-Feb-21,A328,Staples Etona 20/17,41,  21.000 ,KPP PRATAMA KOTA SORONG,
1-Feb-21,A335,Stabilo Boss Kecil,121,  8.500 ,KPP PRATAMA KOTA SORONG,
1-Feb-21,A367,Toner Laser Jet HP 92298 A/X,60,  1.450.000 ,KPP PRATAMA KOTA SORONG,
1-Feb-21,A382,Tinta Epson Ori 664 Y,25,  110.000 ,KPP PRATAMA KOTA SORONG,
2-Feb-21,A001,Amplop PPL 90PPS,30,  26.000 ,BP2IP SORONG,
2-Feb-21,A118,Correction Tape V-tec Kecil,56,  3.000 ,BP2IP SORONG,
2-Feb-21,A168,Kertas SIDU B5 70 Gsm,30,  35.000 ,BP2IP SORONG,
2-Feb-21,A169,Kertas SIDU Quarto 70 Gsm,30,  40.000 ,BP2IP SORONG,
2-Feb-21,A217,Lem Fox Botol Besar,60,  37.000 ,BP2IP SORONG,
2-Feb-21,A227,Lem Tembak Joyko isi 5,71,  20.000 ,BP2IP SORONG,
2-Feb-21,A227,Lem Tembak Joyko isi 5,65,  20.000 ,BP2IP SORONG,
2-Feb-21,A228,Mika Transparant A4,25,  38.000 ,BP2IP SORONG,
2-Feb-21,A278,Pulpen Standart AE 7 Biru ,48,  3.000 ,BP2IP SORONG,
2-Feb-21,A279,Pulpen Standart AE 7 Merah,77,  3.000 ,BP2IP SORONG,
2-Feb-21,A318,Solatib Kabel Niron,136,  10.000 ,BP2IP SORONG,
2-Feb-21,A318,Solatib Kabel Niron,17,  10.000 ,BP2IP SORONG,
2-Feb-21,A327,Staples Etona No.3,18,  14.000 ,BP2IP SORONG,
2-Feb-21,A366,White Board Besar Joyko,73,  400.000 ,BP2IP SORONG,
2-Feb-21,A368,Toner Laser Jet HP C 906 A/L,150,  1.200.000 ,BP2IP SORONG,
2-Feb-21,A379,Tinta Epson Ori 664 C,20,  110.000 ,BP2IP SORONG,
2-Feb-21,A380,Tinta Epson Ori 664 M,50,  110.000 ,BP2IP SORONG,
3-Feb-21,A118,Correction Tape V-tec Kecil,73,  3.000 ,UPT. PLN ,
3-Feb-21,A170,Kertas Sidu A4 70 Gsm,10,  47.000 ,UPT. PLN ,
3-Feb-21,A171,Kertas SIDU F4 70 Gsm,10,  51.500 ,UPT. PLN ,
3-Feb-21,A180,Kertas Manila Gulung,130,  38.000 ,UPT. PLN ,
3-Feb-21,A210,Kertas Continous Form 2Ply SIDU,80,  315.000 ,UPT. PLN ,
3-Feb-21,A218,Lem Fox Stick,25,  12.000 ,UPT. PLN ,
3-Feb-21,A219,Lem UHU Stick Besar,10,  30.000 ,UPT. PLN ,
3-Feb-21,A220,Lem UHU Stick Kecil,12,  14.000 ,PT. ANJ,
3-Feb-21,A227,Lem Tembak Joyko isi 5,58,  20.000 ,UPT. PLN ,
3-Feb-21,A228,Mika Transparant A4,50,  38.000 ,UPT. PLN ,
3-Feb-21,A257,Penghapus Pensil Joyko,42,  3.000 ,UPT. PLN ,
3-Feb-21,A268,Pulpen Snowman V1 Hitam,128,  3.000 ,UPT. PLN ,
3-Feb-21,A270,Pulpen Snowman V1 Merah,18,  3.000 ,UPT. PLN ,
3-Feb-21,A312,Solatib Kecil Daichi,84,  4.000 ,UPT. PLN ,
3-Feb-21,A317,Solatib Kabel Nachi,41,  3.500 ,UPT. PLN ,
3-Feb-21,A329,Steples Etona 23/17,51,  25.000 ,UPT. PLN ,
3-Feb-21,A329,Steples Etona 23/17,52,  25.000 ,PT. ANJ,
3-Feb-21,A349,Tipe Ex Joyko Biru,142,  8.000 ,UPT. PLN ,
3-Feb-21,A389,Tinta E-Print Comp 664 K,83,  90.000 ,PT. ANJ,
3-Feb-21,A390,Tinta E-Print Comp Canon C,103,  78.000 ,PT. ANJ,
3-Feb-21,A391,Tinta E-Print Comp Canon M,42,  78.000 ,PT. ANJ,
4-Feb-21,A001,Amplop PPL 90PPS,40,  26.000 ,BPKAD KAB. SORONG,
4-Feb-21,A170,Kertas Sidu A4 70 Gsm,10,  47.000 ,BPKAD KAB. SORONG,
4-Feb-21,A189,Kertas Photo Glosy Epson F4,38,  44.000 ,BPKAD KAB. SORONG,
4-Feb-21,A199,Kertas Sticker Vinyl F4,128,  100.000 ,BPKAD KAB. SORONG,
4-Feb-21,A210,Kertas Continous Form 2Ply SIDU,25,  315.000 ,BPKAD KAB. SORONG,
4-Feb-21,A218,Lem Fox Stick,24,  12.000 ,BPKAD KAB. SORONG,
4-Feb-21,A227,Lem Tembak Joyko isi 5,41,  20.000 ,BPKAD KAB. SORONG,
4-Feb-21,A228,Mika Transparant A4,12,  38.000 ,BPKAD KAB. SORONG,
4-Feb-21,A229,Mika Transparant F4,126,  33.000 ,BPKAD KAB. SORONG,
4-Feb-21,A237,Opp Lakban Bening Tebal Borneo,147,  16.000 ,BPKAD KAB. SORONG,
4-Feb-21,A238,Opp Lakban Bening Tipis Daimaru,33,  13.000 ,BPKAD KAB. SORONG,
4-Feb-21,A239,Opp Lakban Bening Tebal Daimaru,79,  19.000 ,BPKAD KAB. SORONG,
4-Feb-21,A240,Odner Bintex Besar,79,  31.000 ,BPKAD KAB. SORONG,
4-Feb-21,A257,Penghapus Pensil Joyko,75,  3.000 ,BPKAD KAB. SORONG,
4-Feb-21,A257,Penghapus Pensil Joyko,49,  3.000 ,BPKAD KAB. SORONG,
4-Feb-21,A267,Pulpen Faster C600 Biru,56,  3.500 ,BPKAD KAB. SORONG,
4-Feb-21,A289,Pulpen Boxi Hitam,20,  10.000 ,BPKAD KAB. SORONG,
4-Feb-21,A318,Solatib Kabel Niron,78,  10.000 ,BPKAD KAB. SORONG,
4-Feb-21,A321,Stapler Joyko Mini,148,  5.000 ,BPKAD KAB. SORONG,
4-Feb-21,A329,Steples Etona 23/17,88,  25.000 ,BPKAD KAB. SORONG,
4-Feb-21,A338,Spidol Snowman Permanent,73,  7.000 ,BPKAD KAB. SORONG,
4-Feb-21,A358,Tali Rafia Kecil,143,  3.000 ,BPKAD KAB. SORONG,
4-Feb-21,A362,Tinta Pulpen Pilot,68,  15.000 ,BPKAD KAB. SORONG,
4-Feb-21,A378,Tinta Epson Ori 673 Y,50,  110.000 ,BPKAD KAB. SORONG,
5-Feb-21,A023,Binder Clips Kenko 105,77,  4.000 ,DINAS PENDIDIKAN - KAB. SORONG,
5-Feb-21,A218,Lem Fox Stick,48,  12.000 ,DINAS PENDIDIKAN - KAB. SORONG,
5-Feb-21,A221,Lem UHU Stick Sedang,40,  23.000 ,DINAS PENDIDIKAN - KAB. SORONG,
5-Feb-21,A278,Pulpen Standart AE 7 Biru ,50,  3.000 ,DINAS PENDIDIKAN - KAB. SORONG,
5-Feb-21,A324,Staples no.10,133,  3.000 ,DINAS PENDIDIKAN - KAB. SORONG,
5-Feb-21,A325,Staples no.3,56,  8.000 ,DINAS PENDIDIKAN - KAB. SORONG,
5-Feb-21,A365,White Board Sedang Joyko,125,  300.000 ,DINAS PENDIDIKAN - KAB. SORONG,
5-Feb-21,A366,White Board Besar Joyko,64,  400.000 ,DINAS PENDIDIKAN - KAB. SORONG,
5-Feb-21,A367,Toner Laser Jet HP 92298 A/X,55,  1.450.000 ,DINAS PENDIDIKAN - KAB. SORONG,
5-Feb-21,A368,Toner Laser Jet HP C 906 A/L,98,  1.200.000 ,DINAS PENDIDIKAN - KAB. SORONG,
5-Feb-21,A368,Toner Laser Jet HP C 906 A/L,128,  1.200.000 ,DINAS PENDIDIKAN - KAB. SORONG,
5-Feb-21,A377,Tinta Epson Ori 673 BK,52,  125.000 ,DINAS PENDIDIKAN - KAB. SORONG,
5-Feb-21,A378,Tinta Epson Ori 673 Y,20,  110.000 ,DINAS PENDIDIKAN - KAB. SORONG,
5-Feb-21,A378,Tinta Epson Ori 673 Y,40,  110.000 ,DINAS PENDIDIKAN - KAB. SORONG,
5-Feb-21,A379,Tinta Epson Ori 664 C,35,  110.000 ,DINAS PENDIDIKAN - KAB. SORONG,
5-Feb-21,A380,Tinta Epson Ori 664 M,35,  110.000 ,DINAS PENDIDIKAN - KAB. SORONG,
6-Feb-21,A056,Buku Tulis Kiky 38,129,  42.000 ,PT. PMP,
6-Feb-21,A057,Buku Tulis Kiky 58,11,  51.000 ,PT. PMP,
6-Feb-21,A058,Buku Tulis Kiky 100,115,  59.000 ,PT. PMP,
6-Feb-21,A075,Buku Tulis Saku Borneo,60,  18.000 ,TOKO UTAMA PAPUA,
6-Feb-21,A076,Buku Folio 100 PPL,115,  95.000 ,TOKO UTAMA PAPUA,
6-Feb-21,A076,Buku Folio 100 PPL,41,  95.000 ,PT. PMP,
6-Feb-21,A077,Buku Folio 50 PPL,84,  55.000 ,TOKO UTAMA PAPUA,
6-Feb-21,A088,Buku Gambar SIDU A4,37,  28.000 ,PT. PMP,
6-Feb-21,A089,Buku Gambar SIDU A3,37,  57.000 ,PT. PMP,
6-Feb-21,A169,Kertas SIDU Quarto 70 Gsm,40,  40.000 ,PT. PMP,
6-Feb-21,A170,Kertas Sidu A4 70 Gsm,5,  47.000 ,BANK PAPUA JALAN BARU,
6-Feb-21,A170,Kertas Sidu A4 70 Gsm,20,  47.000 ,PT. PMP,
6-Feb-21,A171,Kertas SIDU F4 70 Gsm,35,  51.500 ,PT. PMP,
6-Feb-21,A216,Lem Fox Botol Sedang,75,  16.000 ,TOKO UTAMA PAPUA,
6-Feb-21,A218,Lem Fox Stick,50,  12.000 ,TOKO UTAMA PAPUA,
6-Feb-21,A225,Lem Fox Aibon Kaleng Kecil,75,  12.000 ,TOKO UTAMA PAPUA,
6-Feb-21,A226,Lem Aica Aibon Kaleng Kecil,50,  15.000 ,TOKO UTAMA PAPUA,
6-Feb-21,A326,Staples Etona no.10,81,  4.500 ,BANK PAPUA JALAN BARU,
6-Feb-21,A328,Staples Etona 20/17,54,  21.000 ,BANK PAPUA JALAN BARU,
6-Feb-21,A355,Tinta Spidol Snowman,37,  17.000 ,TOKO UTAMA PAPUA,
8-Feb-21,A001,Amplop PPL 90PPS,15,  26.000 ,DEPAG KAB. SORONG,
8-Feb-21,A002,Amplop PPL 104PPS,69,  18.000 ,DEPAG KAB. SORONG,
8-Feb-21,A020,Binder Clips Joyko 155,61,  7.000 ,RS. MUTIARA,
8-Feb-21,A021,Binder Clips Joyko 200,131,  12.000 ,RS. MUTIARA,
8-Feb-21,A022,Binder Clips Joyko 260,42,  18.500 ,RS. MUTIARA,
8-Feb-21,A048,Block Notes Ria A5 100,65,  65.000 ,RS. MUTIARA,
8-Feb-21,A049,Block Notes Borneo A5 50,55,  40.000 ,RS. MUTIARA,
8-Feb-21,A052,Buku Tulis SIDU 58,67,  48.000 ,DEPAG KAB. SORONG,
8-Feb-21,A065,Buku Octavo PPL 50,23,  25.000 ,RS. MUTIARA,
8-Feb-21,A066,Buku Octavo PPL 100,27,  45.000 ,RS. MUTIARA,
8-Feb-21,A077,Buku Folio 50 PPL,122,  55.000 ,RS. MUTIARA,
8-Feb-21,A099,Baterai ABC A3,91,  3.500 ,RS. MUTIARA,
8-Feb-21,A104,Baterai Eveready A3 isi 5,65,  25.000 ,DEPAG KAB. SORONG,
8-Feb-21,A111,Baterai Eveready A2,33,  2.000 ,DEPAG KAB. SORONG,
8-Feb-21,A117,Correction Tape Joyko Merah,35,  4.000 ,DEPAG KAB. SORONG,
8-Feb-21,A171,Kertas SIDU F4 70 Gsm,5,  51.500 ,DEPAG KAB. SORONG,
8-Feb-21,A218,Lem Fox Stick,10,  12.000 ,DEPAG KAB. SORONG,
8-Feb-21,A228,Mika Transparant A4,12,  38.000 ,DEPAG KAB. SORONG,
8-Feb-21,A271,Pulpen Snowman V2 Hitam,115,  4.000 ,RS. MUTIARA,
8-Feb-21,A272,Pulpen Snowman V2 Biru,111,  4.000 ,RS. MUTIARA,
8-Feb-21,A301,Rautan Pensil Joyko Karakter,67,  3.000 ,DEPAG KAB. SORONG,
8-Feb-21,A328,Staples Etona 20/17,137,  21.000 ,DEPAG KAB. SORONG,
9-Feb-21,A009,Amplop Cokelat Tali Borneo B5,136,  38.000 ,KPPN,
9-Feb-21,A013,Amplop Cokelat Polos Borneo F4,105,  55.000 ,KPPN,
9-Feb-21,A022,Binder Clips Joyko 260,118,  18.500 ,KPPN,
9-Feb-21,A023,Binder Clips Kenko 105,117,  4.000 ,KPPN,
9-Feb-21,A075,Buku Tulis Saku Borneo,20,  18.000 ,KPPN,
9-Feb-21,A118,Correction Tape V-tec Kecil,36,  3.000 ,KPPN,
9-Feb-21,A129,"Double Tape 1/4"" Borneo",117,  3.000 ,KPPN,
9-Feb-21,A166,Jarum Jait 1 Set,129,  7.500 ,KPPN,
9-Feb-21,A169,Kertas SIDU Quarto 70 Gsm,20,  40.000 ,KPPN,
9-Feb-21,A170,Kertas Sidu A4 70 Gsm,10,  47.000 ,KPPN,
9-Feb-21,A187,Kertas Art Paper A3,6,  125.000 ,KPPN,
9-Feb-21,A211,Lem Kertas Dlukol Kecil,59,  4.000 ,KPPN,
9-Feb-21,A213,Lem Korea G,40,  15.000 ,KPPN,
9-Feb-21,A215,Lem Fox Botol Kecil,50,  10.000 ,FOTOCOPY ANINDA,
9-Feb-21,A218,Lem Fox Stick,10,  12.000 ,KPPN,
9-Feb-21,A219,Lem UHU Stick Besar,35,  30.000 ,FOTOCOPY ANINDA,
9-Feb-21,A289,Pulpen Boxi Hitam,11,  10.000 ,KPPN,
9-Feb-21,A290,Pulpen Boxi Biru,21,  10.000 ,KPPN,
9-Feb-21,A300,Rautan Pensil Joyko,11,  2.000 ,FOTOCOPY ANINDA,
9-Feb-21,A311,Sampul Buku Cetak,36,  12.000 ,FOTOCOPY ANINDA,
9-Feb-21,A319,Stapler Joyko Kecil,30,  8.000 ,FOTOCOPY ANINDA,
9-Feb-21,A322,Stapler Max Kecil,27,  16.500 ,FOTOCOPY ANINDA,
9-Feb-21,A323,Stapler Max Besar,134,  60.500 ,FOTOCOPY ANINDA,
9-Feb-21,A324,Staples no.10,29,  3.000 ,FOTOCOPY ANINDA,
9-Feb-21,A333,Stabilo Joyko Mini,29,  3.000 ,FOTOCOPY ANINDA,
10-Feb-21,A021,Binder Clips Joyko 200,13,  12.000 ,DINAS PENDIDIKAN - TAMBRAUW,
10-Feb-21,A032,Binder Clips V-tec 155,86,  6.500 ,DINAS PENDIDIKAN - TAMBRAUW,
10-Feb-21,A059,Buku Ekspedisi PPL 50,14,  38.000 ,DINAS PENDIDIKAN - TAMBRAUW,
10-Feb-21,A069,Buku Octavo Ria 50,83,  20.000 ,DINAS PENDIDIKAN - TAMBRAUW,
10-Feb-21,A073,Buku Tulis BM Campus 38,42,  45.000 ,DINAS PENDIDIKAN - TAMBRAUW,
10-Feb-21,A074,Buku Tulis BM Campus 58,58,  58.000 ,DINAS PENDIDIKAN - TAMBRAUW,
10-Feb-21,A109,Baterai Eveready A2 isi 10,83,  37.000 ,GRAPARI,
10-Feb-21,A114,Box File Borneo Kawat,62,  22.500 ,GRAPARI,
10-Feb-21,A117,Correction Tape Joyko Merah,32,  4.000 ,DINAS PENDIDIKAN - TAMBRAUW,
10-Feb-21,A118,Correction Tape V-tec Kecil,25,  3.000 ,GRAPARI,
10-Feb-21,A140,"Double Tape 1/5"" 3M",10,  7.000 ,DINAS PENDIDIKAN - TAMBRAUW,
10-Feb-21,A145,"Double Tape 2"" Busa 3M",106,  38.000 ,DINAS PENDIDIKAN - TAMBRAUW,
10-Feb-21,A154,Gunting Joyko Sedang,27,  15.000 ,DINAS PENDIDIKAN - TAMBRAUW,
10-Feb-21,A194,Kertas Photo V-tec A3,92,  40.000 ,GRAPARI,
10-Feb-21,A195,Kertas Sticker Glosy A4 E-Print,139,  28.000 ,GRAPARI,
10-Feb-21,A218,Lem Fox Stick,15,  12.000 ,DINAS PENDIDIKAN - TAMBRAUW,
10-Feb-21,A219,Lem UHU Stick Besar,5,  30.000 ,GRAPARI,
10-Feb-21,A278,Pulpen Standart AE 7 Biru ,124,  3.000 ,DINAS PENDIDIKAN - TAMBRAUW,
10-Feb-21,A311,Sampul Buku Cetak,75,  12.000 ,DINAS PENDIDIKAN - TAMBRAUW,
11-Feb-21,A008,Amplop Coklat Tali Borneo A4,17,  55.000 ,PT. PPM,
11-Feb-21,A014,Amplop Cokelat Polos Borneo A4,67,  50.000 ,PT. PPM,
11-Feb-21,A111,Baterai Eveready A2,71,  2.000 ,PT. PPM,
11-Feb-21,A113,Box File Joyko Plastik,31,  14.000 ,PT. PPM,
11-Feb-21,A114,Box File Borneo Kawat,19,  22.500 ,PT. PPM,
11-Feb-21,A115,Box File Joyko Kawat,37,  27.500 ,PT. PPM,
11-Feb-21,A124,Cutter Hore L-500,36,  12.000 ,PT. PPM,
11-Feb-21,A156,Gantungan Kunci Bulat,50,  1.000 ,PT. PPM,
11-Feb-21,A167,Kertas SIDU A5 70 Gsm,25,  30.000 ,PT. PPM,
11-Feb-21,A171,Kertas SIDU F4 70 Gsm,25,  51.500 ,PT. PPM,
11-Feb-21,A173,Kertas SIDU A5 80 Gsm,108,  35.000 ,PT. PPM,
11-Feb-21,A179,Kertas Manila Satuan,40,  4.000 ,PT. PPM,
11-Feb-21,A185,Kertas Art Paper A4,123,  32.000 ,PT. PPM,
11-Feb-21,A218,Lem Fox Stick,25,  12.000 ,PT. PPM,
12-Feb-21,A174,Kertas SIDU B5 80 Gsm,130,  40.000 ,CENDRAWASIH FOTO COPY,
